base,target,model,rmse_lit,r2_lit,rmse_full,r2_full,rmse_clim,r2_clim,Δrmse(LIT-FULL),Δrmse(LIT-CLIM),Δr2(LIT-FULL),Δr2(LIT-CLIM)
RAW,CP,mlp,2.332513268836481,-0.8220752961660991,2.22095088238461,-0.947177463651136,1.9404435460978262,-0.4084102477647622,-0.11156238645187111,-0.3920697227386549,0.12510216748503689,-0.4136650484013369
RAW,CP,naive,2.80683499255321,-2.3136413180022397,2.80683499255321,-2.3136413180022397,2.80683499255321,-2.3136413180022397,0.0,0.0,0.0,0.0
RAW,CP,ridge,2.6933752388913272,-1.6055043820215928,2.5768299618966197,-1.89887083719929,3.2720465964925904,-8.84690137072049,-0.11654527699470751,0.5786713576012632,0.2933664551776971,7.241396988698897
RAW,CP,xgb,2.7189288033631036,-1.7437248112452273,2.063504595323275,-0.6199775054645832,1.963266599111626,-0.26388853536803464,-0.6554242080398285,-0.7556622042514776,-1.1237473057806442,-1.4798362758771926
RAW,TDN_based_ADF,gb,4.793787646133264,-0.39408233587081953,3.8470358170203185,0.1705788285024782,3.791716485774579,0.17910883641839687,-0.9467518291129458,-1.0020711603586854,-0.5646611643732977,-0.5731911722892165
RAW,TDN_based_ADF,linear,5.289389439402378,-0.7317966908441044,5.894898127733564,-1.9757483616557143,6.909602956021103,-4.2858776224280115,0.6055086883311853,1.6202135166187244,1.2439516708116098,3.5540809315839073
RAW,TDN_based_ADF,mlp,6.122813052170257,-1.636311100325318,9.044340761226334,-6.321534973902369,8.883984855146357,-3.7579505019055404,2.9215277090560763,2.7611718029761,4.685223873577051,2.1216394015802225
RAW,TDN_based_ADF,naive,5.328042627757626,-0.5324151129015978,5.328042627757626,-0.5324151129015978,5.328042627757626,-0.5324151129015978,0.0,0.0,0.0,0.0
RAW,TDN_based_ADF,ridge,5.291026181873741,-0.7215193309701518,5.407761043652649,-1.4879391640576594,6.163505791152627,-3.1681036718893067,0.1167348617789079,0.8724796092788853,0.7664198330875076,2.4465843409191548
RAW,TDN_based_ADF,xgb,5.124383778551064,-0.5450028817886129,3.913811934759151,0.13060260977860574,3.938740267519407,0.09545823655188114,-1.2105718437919135,-1.1856435110316572,-0.6756054915672186,-0.640461118340494
