base,target,model,source,r2,rmse,mae,file
D7,CP,xgb,clim,0.19165213412235352,1.7831349818275761,1.4148713832963036,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=800__max_depth=4__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,CP,xgb,clim,0.19653157277673922,1.7832105469443895,1.4150674466647213,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=800__max_depth=5__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,CP,xgb,clim,0.17645132907964983,1.786512418599246,1.4116496346929714,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=800__max_depth=4__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,CP,xgb,clim,0.17799829402038703,1.7867130355013354,1.409847628337859,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=1200__max_depth=4__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,CP,xgb,clim,0.1812507973701099,1.7872399709026467,1.4170010538219695,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=400__max_depth=5__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,CP,xgb,clim,0.16197638951954998,1.7931547773509044,1.4205038370150291,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=400__max_depth=4__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,CP,xgb,clim,0.1737823223495767,1.7976364884082756,1.4227455979041075,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=400__max_depth=5__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,CP,xgb,clim,0.17241464619939237,1.7993108670029163,1.4231495305270687,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=800__max_depth=5__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,CP,xgb,clim,0.172318372265982,1.7994251003823423,1.4230917559059812,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=1200__max_depth=5__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,CP,xgb,clim,0.18153066931520817,1.7999433344144067,1.4330191641727796,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=400__max_depth=5__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,CP,xgb,clim,0.1817617290580204,1.8014093713734742,1.4315572561193894,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=800__max_depth=5__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,CP,xgb,clim,0.18169724221112443,1.8015384234619318,1.4310975644788964,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=1200__max_depth=5__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,CP,xgb,clim,0.15835511057208745,1.814781508605447,1.428644945668946,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=1200__max_depth=5__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,CP,xgb,clim,0.15612523152301588,1.815323376305362,1.4307881663844761,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=800__max_depth=5__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,CP,xgb,clim,0.12356788573053627,1.8182452684098032,1.4449794274764294,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=400__max_depth=3__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,CP,xgb,clim,0.1408581459169306,1.8230971141488315,1.4398755399906773,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=400__max_depth=5__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,CP,xgb,clim,0.11437884434285613,1.828462470681049,1.4502349744817553,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=800__max_depth=3__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,CP,xgb,clim,0.113162959713399,1.830133242880987,1.451171428533005,/workspace/reports/tuned/D7_CP_xgb_clim/cv_n_estimators=1200__max_depth=3__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,0.02479201866514844,4.254240811847998,3.252924913151605,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=5__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,0.023251688904158335,4.2593452216838035,3.2095636259944045,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=4__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,0.013122530395246981,4.276903154340107,3.28120112082575,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=3__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,0.015642095841798487,4.290116182188396,3.2882556171864445,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=4__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,0.0020285823324051933,4.291716550840521,3.2818198729901824,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=4__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,0.01819392728165522,4.292273396582782,3.2741012045231743,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=5__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,0.01357111394903679,4.292593801751504,3.296682212837363,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=5__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,0.002157192447582079,4.304100484355869,3.305841808637669,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=5__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.024132767581893585,4.3158195964714405,3.3086730405315676,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=3__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.003701948358165319,4.316095598122454,3.267970126043919,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=4__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,0.001953598725047817,4.316400956465925,3.3283992384148022,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=5__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,0.004473878848874313,4.316836403355241,3.3309864910197953,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=4__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.007984279935331021,4.317098173562981,3.336752233933383,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=3__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.012543001998787117,4.320439909470083,3.3218534455361066,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=4__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.004061540078095908,4.326482467228104,3.327334072463947,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=3__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.014069337285930416,4.328066972969797,3.3172649432086154,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=5__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.00022309054622914325,4.329282329465214,3.3183803295441834,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=5__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.005035758960488118,4.329470031139735,3.3313030200151497,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=5__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.017452828517067254,4.329790703331683,3.3027100163930534,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=5__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.009859135492114429,4.330429569278864,3.2834585220136723,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=3__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.0007091212477002507,4.3310526577334665,3.3284202803848713,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=5__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.015931013530733163,4.333172236622356,3.3427970497232367,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=5__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.017840917776813757,4.335520274573325,3.3306851961587314,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=5__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.027248881438034677,4.336518488401597,3.3223208881584143,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=4__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.01956303037497783,4.338551082915764,3.3608700516197745,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=3__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.0019424902361720579,4.338843773408445,3.336430139604572,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=4__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.00830624992636928,4.339060609696135,3.294199497813556,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=4__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.005841299077438233,4.339344758168957,3.3505133375931697,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=4__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.017665780123903907,4.340325563891183,3.344192819758183,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=4__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.04068527452782851,4.341704502999914,3.351702682434914,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=3__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.01695328835375533,4.345691424248861,3.3185053421733537,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=3__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.027211262118765844,4.350905366251267,3.3288360232191727,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=5__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.010581614999672051,4.3519252160158235,3.3612984786599456,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=5__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.0424619126431004,4.356652424058097,3.3490249428720444,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=4__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.052804264220832155,4.3619115038705685,3.351728898802418,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=3__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.04656718112726456,4.362720627016371,3.3504683762659417,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=4__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.031161090741489022,4.374152274149637,3.381972022805374,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=3__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.0497375498392369,4.375870251414623,3.3630825403119724,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=3__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.02628294983816503,4.3761553408671,3.3465617711783153,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=5__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.030533402922773328,4.377121787650412,3.348970894824113,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=3__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.06474882253868305,4.377849411400167,3.3711240389802577,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=3__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.044760185192965464,4.380467684275784,3.3587940984269955,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=3__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.026992472481946344,4.380498103273843,3.3686134868772704,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=5__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.05018522819361606,4.383037161492286,3.3758527251782624,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=4__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.0552696581649087,4.384861232418804,3.388746702525444,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=4__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.04959355613337925,4.386152195715934,3.3866028096616345,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=4__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.027064216311849364,4.3881209130645376,3.375720865862701,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=5__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.047696267281259766,4.39121033867703,3.3657287960820845,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=3__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.049420015156144914,4.391676384555164,3.35267818252708,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=5__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.0553481931512869,4.3947794621359835,3.372142707469858,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=3__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.04547379129507029,4.399221345854023,3.414212545259924,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=3__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=5.csv
D7,TDN_based_ADF,xgb,full,-0.031155004081309678,4.412297947735379,3.4250917190022703,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=4__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.03684920214319918,4.422018957566032,3.403176301093803,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=5__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.08974242760364246,4.425450491709556,3.4299811747494195,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=3__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.08627757418018914,4.4275787607888155,3.4201714210976037,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=3__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.031015940545386304,4.429927787726109,3.439956335881282,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=4__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.05658405906055193,4.434539569256226,3.431433417175201,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=5__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.08117227123853724,4.441883898954398,3.408108358438292,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=4__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.05225670047480613,4.443514817604099,3.452873541319363,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=5__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.09966080934928104,4.4435193230200865,3.41245422131023,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=3__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.046051668015598526,4.446727381561305,3.4456433541022493,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=5__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.08573264210344335,4.44676013261565,3.4151359258479728,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=3__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.044837199523447294,4.447728173351441,3.4523228890143587,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=5__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.09071031015698741,4.449492384336261,3.395835551857791,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=4__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.08560052034059482,4.465679289352803,3.4249467127522175,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=4__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.08608829416097985,4.471319478535912,3.4488603299756653,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=3__eta=0.03__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.0734961229875319,4.472490308386679,3.4457324931633764,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=5__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.08504901767302053,4.479238065888901,3.4692856589623107,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=4__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.09274100900320806,4.479287645368162,3.454542885029931,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=4__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.11626699601004171,4.489525390971133,3.475358227693993,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=3__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.12877757010121274,4.492883693160915,3.4803964088016786,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=3__eta=0.06__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.11214026782014799,4.50800264381582,3.460121962736012,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=4__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=3.csv
D7,TDN_based_ADF,xgb,full,-0.14954605314742303,4.558551411000547,3.549165755152238,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=3__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.12182137955295733,4.59031198564499,3.6402079165003167,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=5__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.14153507152437747,4.592085238277279,3.6260026130046454,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=5__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.18976196592269373,4.612202540896192,3.565236546691776,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=3__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.20291832020076236,4.628059508093407,3.5937907132318414,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=3__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.1836798308105682,4.660783301633617,3.6640376573311335,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=800__max_depth=4__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.17997483510101533,4.661468475521748,3.6113957207063985,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=4__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.16662738851741238,4.668676684465604,3.6839599394534943,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=1200__max_depth=4__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
D7,TDN_based_ADF,xgb,full,-0.194175096083889,4.677602611832654,3.6857038691257387,/workspace/reports/tuned/D7_TDN_based_ADF_xgb_full/cv_n_estimators=400__max_depth=5__eta=0.1__subsample=0.7__colsample_bytree=0.7__reg_lambda=1.csv
