SampleID,mode,has_item,scene_id,scene_datetime,abs_days,used
134,raw,1,HLS.S30.T21KYT.2023018T134659.v2.0,2023-01-18T13:58:05.861240,5,1
134,raw,1,HLS.S30.T21KYT.2023018T134659.v2.0,2023-01-18T13:58:05.861240,5,1
135,raw,1,HLS.S30.T21KYT.2023018T134659.v2.0,2023-01-18T13:58:05.861240,5,1
135,raw,1,HLS.S30.T21KYT.2023018T134659.v2.0,2023-01-18T13:58:05.861240,5,1
136,raw,1,HLS.S30.T21KYT.2023018T134659.v2.0,2023-01-18T13:58:05.861240,5,1
136,raw,1,HLS.S30.T21KYT.2023018T134659.v2.0,2023-01-18T13:58:05.861240,5,1
137,raw,1,HLS.S30.T21KYT.2023028T134659.v2.0,2023-01-28T13:58:06.176500,2,1
137,raw,1,HLS.S30.T21KYT.2023028T134659.v2.0,2023-01-28T13:58:06.176500,2,1
138,raw,1,HLS.S30.T21KYT.2023028T134659.v2.0,2023-01-28T13:58:06.176500,2,1
138,raw,1,HLS.S30.T21KYT.2023028T134659.v2.0,2023-01-28T13:58:06.176500,2,1
139,raw,1,HLS.S30.T21KYT.2023028T134659.v2.0,2023-01-28T13:58:06.176500,2,1
139,raw,1,HLS.S30.T21KYT.2023028T134659.v2.0,2023-01-28T13:58:06.176500,2,1
140,raw,1,HLS.S30.T21KYT.2023028T134659.v2.0,2023-01-28T13:58:06.176500,2,1
140,raw,1,HLS.S30.T21KYT.2023028T134659.v2.0,2023-01-28T13:58:06.176500,2,1
141,raw,1,HLS.S30.T21KYT.2023028T134659.v2.0,2023-01-28T13:58:06.176500,2,1
141,raw,1,HLS.S30.T21KYT.2023028T134659.v2.0,2023-01-28T13:58:06.176500,2,1
142,raw,1,HLS.S30.T21KYT.2023028T134659.v2.0,2023-01-28T13:58:06.176500,2,1
142,raw,1,HLS.S30.T21KYT.2023028T134659.v2.0,2023-01-28T13:58:06.176500,2,1
143,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
143,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
144,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
144,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
145,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
145,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
146,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
146,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
147,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
147,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
148,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
148,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
149,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
149,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
150,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
150,raw,1,HLS.S30.T21KYT.2023043T134701.v2.0,2023-02-12T13:58:06.555520,3,0
151,raw,1,HLS.S30.T21KYT.2023058T134709.v2.0,2023-02-27T13:58:09.239350,2,1
151,raw,1,HLS.S30.T21KYT.2023058T134709.v2.0,2023-02-27T13:58:09.239350,2,1
152,raw,1,HLS.S30.T21KYT.2023058T134709.v2.0,2023-02-27T13:58:09.239350,2,1
152,raw,1,HLS.S30.T21KYT.2023058T134709.v2.0,2023-02-27T13:58:09.239350,2,1
153,raw,1,HLS.S30.T21KYT.2023058T134709.v2.0,2023-02-27T13:58:09.239350,2,1
153,raw,1,HLS.S30.T21KYT.2023058T134709.v2.0,2023-02-27T13:58:09.239350,2,1
154,raw,1,HLS.S30.T21KYT.2023058T134709.v2.0,2023-02-27T13:58:09.239350,2,1
154,raw,1,HLS.S30.T21KYT.2023058T134709.v2.0,2023-02-27T13:58:09.239350,2,1
155,raw,1,HLS.S30.T21KYT.2023058T134709.v2.0,2023-02-27T13:58:09.239350,2,1
155,raw,1,HLS.S30.T21KYT.2023058T134709.v2.0,2023-02-27T13:58:09.239350,2,1
156,raw,1,HLS.S30.T21KYT.2023058T134709.v2.0,2023-02-27T13:58:09.239350,2,1
156,raw,1,HLS.S30.T21KYT.2023058T134709.v2.0,2023-02-27T13:58:09.239350,2,1
