Sample,Sub_Sample,Date_std,Lat,Lon,granule_id,granule_time,cloud_cover,has_result,download_url
98,1,2022-11-03,-20.44608067,-54.838971,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022308T134711.v2.0/HLS.S30.T21KYT.2022308T134711.v2.0.VAA.tif
98,2,2022-11-03,-20.44608067,-54.838971,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022308T134711.v2.0/HLS.S30.T21KYT.2022308T134711.v2.0.VAA.tif
99,1,2022-11-03,-20.44663,-54.83974067,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022308T134711.v2.0/HLS.S30.T21KYT.2022308T134711.v2.0.VAA.tif
99,2,2022-11-03,-20.44663,-54.83974067,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022308T134711.v2.0/HLS.S30.T21KYT.2022308T134711.v2.0.VAA.tif
100,1,2022-11-03,-20.447129,-54.83919167,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022308T134711.v2.0/HLS.S30.T21KYT.2022308T134711.v2.0.VAA.tif
100,2,2022-11-03,-20.447129,-54.83919167,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022308T134711.v2.0/HLS.S30.T21KYT.2022308T134711.v2.0.VAA.tif
101,1,2022-11-03,-20.44710233,-54.83906333,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022308T134711.v2.0/HLS.S30.T21KYT.2022308T134711.v2.0.VAA.tif
101,2,2022-11-03,-20.44710233,-54.83906333,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022308T134711.v2.0/HLS.S30.T21KYT.2022308T134711.v2.0.VAA.tif
102,1,2022-11-16,-20.44662033,-54.8392,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022323T134709.v2.0/HLS.S30.T21KYT.2022323T134709.v2.0.SAA.tif
102,2,2022-11-16,-20.44662033,-54.8392,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022323T134709.v2.0/HLS.S30.T21KYT.2022323T134709.v2.0.SAA.tif
103,1,2022-11-16,-20.44659167,-54.83891567,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022323T134709.v2.0/HLS.S30.T21KYT.2022323T134709.v2.0.SAA.tif
103,2,2022-11-16,-20.44659167,-54.83891567,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022323T134709.v2.0/HLS.S30.T21KYT.2022323T134709.v2.0.SAA.tif
104,1,2022-11-16,-20.44644767,-54.838761,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022323T134709.v2.0/HLS.S30.T21KYT.2022323T134709.v2.0.SAA.tif
104,2,2022-11-16,-20.44644767,-54.838761,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022323T134709.v2.0/HLS.S30.T21KYT.2022323T134709.v2.0.SAA.tif
105,1,2022-11-16,-20.44650467,-54.83861,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022323T134709.v2.0/HLS.S30.T21KYT.2022323T134709.v2.0.SAA.tif
105,2,2022-11-16,-20.44650467,-54.83861,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022323T134709.v2.0/HLS.S30.T21KYT.2022323T134709.v2.0.SAA.tif
106,1,2022-11-16,-20.44703067,-54.839328,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022323T134709.v2.0/HLS.S30.T21KYT.2022323T134709.v2.0.SAA.tif
106,2,2022-11-16,-20.44703067,-54.839328,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022323T134709.v2.0/HLS.S30.T21KYT.2022323T134709.v2.0.SAA.tif
107,1,2022-11-16,-20.44689767,-54.839336,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022323T134709.v2.0/HLS.S30.T21KYT.2022323T134709.v2.0.SAA.tif
107,2,2022-11-16,-20.44689767,-54.839336,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022323T134709.v2.0/HLS.S30.T21KYT.2022323T134709.v2.0.SAA.tif
108,1,2022-11-29,-20.44683733,-54.83891667,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022333T134709.v2.0/HLS.S30.T21KYT.2022333T134709.v2.0.VZA.tif
108,2,2022-11-29,-20.44683733,-54.83891667,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022333T134709.v2.0/HLS.S30.T21KYT.2022333T134709.v2.0.VZA.tif
109,1,2022-11-29,-20.44654067,-54.83890167,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022333T134709.v2.0/HLS.S30.T21KYT.2022333T134709.v2.0.VZA.tif
109,2,2022-11-29,-20.44654067,-54.83890167,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022333T134709.v2.0/HLS.S30.T21KYT.2022333T134709.v2.0.VZA.tif
110,1,2022-11-29,-20.44642867,-54.839277,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022333T134709.v2.0/HLS.S30.T21KYT.2022333T134709.v2.0.VZA.tif
110,2,2022-11-29,-20.44642867,-54.839277,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022333T134709.v2.0/HLS.S30.T21KYT.2022333T134709.v2.0.VZA.tif
111,1,2022-11-29,-20.44625767,-54.83950267,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022333T134709.v2.0/HLS.S30.T21KYT.2022333T134709.v2.0.VZA.tif
111,2,2022-11-29,-20.44625767,-54.83950267,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022333T134709.v2.0/HLS.S30.T21KYT.2022333T134709.v2.0.VZA.tif
112,1,2022-11-29,-20.447131,-54.83928233,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022333T134709.v2.0/HLS.S30.T21KYT.2022333T134709.v2.0.VZA.tif
112,2,2022-11-29,-20.447131,-54.83928233,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022333T134709.v2.0/HLS.S30.T21KYT.2022333T134709.v2.0.VZA.tif
113,1,2022-11-29,-20.447028,-54.83914733,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022333T134709.v2.0/HLS.S30.T21KYT.2022333T134709.v2.0.VZA.tif
113,2,2022-11-29,-20.447028,-54.83914733,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022333T134709.v2.0/HLS.S30.T21KYT.2022333T134709.v2.0.VZA.tif
114,1,2022-12-08,-20.44665567,-54.838885,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
114,2,2022-12-08,-20.44665567,-54.838885,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
115,1,2022-12-08,-20.44636967,-54.83908933,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
115,2,2022-12-08,-20.44636967,-54.83908933,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
116,1,2022-12-08,-20.446281,-54.83929367,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
116,2,2022-12-08,-20.446281,-54.83929367,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
117,1,2022-12-08,-20.44641533,-54.83992233,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
117,2,2022-12-08,-20.44641533,-54.83992233,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
118,1,2022-12-08,-20.44666267,-54.83886033,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
118,2,2022-12-08,-20.44666267,-54.83886033,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
119,1,2022-12-08,-20.44637167,-54.839064,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
119,2,2022-12-08,-20.44637167,-54.839064,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
120,1,2022-12-08,-20.446239,-54.83935133,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
120,2,2022-12-08,-20.446239,-54.83935133,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
121,1,2022-12-08,-20.44699367,-54.83932433,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
121,2,2022-12-08,-20.44699367,-54.83932433,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
122,1,2022-12-08,-20.44686533,-54.839234,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
122,2,2022-12-08,-20.44686533,-54.839234,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022343T134659.v2.0/HLS.S30.T21KYT.2022343T134659.v2.0.B08.tif
123,1,2022-12-14,-20.44690667,-54.83875967,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
123,2,2022-12-14,-20.44690667,-54.83875967,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
124,1,2022-12-14,-20.44702633,-54.838639,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
124,2,2022-12-14,-20.44702633,-54.838639,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
125,1,2022-12-14,-20.44676633,-54.83838667,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
125,2,2022-12-14,-20.44676633,-54.83838667,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
126,1,2022-12-14,-20.44618733,-54.838541,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
126,2,2022-12-14,-20.44618733,-54.838541,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
127,1,2022-12-14,-20.44689467,-54.839372,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
127,2,2022-12-14,-20.44689467,-54.839372,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
128,1,2022-12-14,-20.44685567,-54.83928167,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
128,2,2022-12-14,-20.44685567,-54.83928167,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022348T134701.v2.0/HLS.S30.T21KYT.2022348T134701.v2.0.SZA.tif
129,1,2023-01-13,-20.446494,-54.83970533,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
129,2,2023-01-13,-20.446494,-54.83970533,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
130,1,2023-01-13,-20.446353,-54.83957967,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
130,2,2023-01-13,-20.446353,-54.83957967,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
131,1,2023-01-13,-20.44649567,-54.83886333,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
131,2,2023-01-13,-20.44649567,-54.83886333,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
132,1,2023-01-13,-20.446131,-54.838894,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
132,2,2023-01-13,-20.446131,-54.838894,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
133,1,2023-01-13,-20.44652533,-54.839732,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
133,2,2023-01-13,-20.44652533,-54.839732,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
134,1,2023-01-13,-20.44636867,-54.83957867,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
134,2,2023-01-13,-20.44636867,-54.83957867,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
135,1,2023-01-13,-20.44696467,-54.83935233,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
135,2,2023-01-13,-20.44696467,-54.83935233,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
136,1,2023-01-13,-20.44685833,-54.839212,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
136,2,2023-01-13,-20.44685833,-54.839212,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023018T134659.v2.0/HLS.S30.T21KYT.2023018T134659.v2.0.SZA.tif
137,1,2023-01-26,-20.44685033,-54.83952667,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023028T134659.v2.0/HLS.S30.T21KYT.2023028T134659.v2.0.VZA.tif
137,2,2023-01-26,-20.44685033,-54.83952667,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023028T134659.v2.0/HLS.S30.T21KYT.2023028T134659.v2.0.VZA.tif
138,1,2023-01-26,-20.446771,-54.83962267,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023028T134659.v2.0/HLS.S30.T21KYT.2023028T134659.v2.0.VZA.tif
138,2,2023-01-26,-20.446771,-54.83962267,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023028T134659.v2.0/HLS.S30.T21KYT.2023028T134659.v2.0.VZA.tif
139,1,2023-01-26,-20.44642167,-54.839911,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023028T134659.v2.0/HLS.S30.T21KYT.2023028T134659.v2.0.VZA.tif
139,2,2023-01-26,-20.44642167,-54.839911,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023028T134659.v2.0/HLS.S30.T21KYT.2023028T134659.v2.0.VZA.tif
140,1,2023-01-26,-20.44655667,-54.83849533,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023028T134659.v2.0/HLS.S30.T21KYT.2023028T134659.v2.0.VZA.tif
140,2,2023-01-26,-20.44655667,-54.83849533,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023028T134659.v2.0/HLS.S30.T21KYT.2023028T134659.v2.0.VZA.tif
141,1,2023-01-26,-20.44692833,-54.83928367,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023028T134659.v2.0/HLS.S30.T21KYT.2023028T134659.v2.0.VZA.tif
141,2,2023-01-26,-20.44692833,-54.83928367,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,True,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2023028T134659.v2.0/HLS.S30.T21KYT.2023028T134659.v2.0.VZA.tif
