Date,DOY,Sample,Sub-Sample,Lat,Long_,Sample_type,Animals,DM,MM,Biomass,NDF,ADF,CP,TDN_based_ADF,TDN_based_NDF,Satellite_Images_Dates,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDWI,EVI,LAI,DVI,GCI,GEMI,SAVI,TEMP_MAX,TEMP_MIN,RAD_SOL,RAIN,WIND_SPD,EVAPOT,PRES_ATM,HUM_REL,TP_SFC_AVG,Wind_Dir,Dew_Point,Radiative_Dif_AVG,Radiative_Direct_AVG,PPFD,Longwave_Rad_AVG
2022-07-06,187,1,1,-20.44671667,-54.839505,Q1,1,54.17719518,6.869018601,2943.0,79.7221303,52.50454594,4.632362746,47.99895872,50.53789945,2022-07-02,1325.0,1456.0,1710.0,2012.0,2427.0,2952.0,3147.0,3171.0,3272.0,3280.0,3499.0,2919.0,0.22361566660235385,-0.03352532860729582,0.16097401082234247,0.464403971155235,1159.0,0.8543859649122807,-1341990.624065628,0.3353911449792611,30.7,19.2,16.17,0.0,21.8,4.95,1014.941667,47.45833333,23.18782604166667,119.91717071527772,8.58402777777778,160.6174160877295,7.444172718405275,358.8375035782738,344.2124872222221
2022-07-06,187,1,2,-20.44671667,-54.839505,Q1,1,54.1770584,6.835684302,2943.0,70.66384382,46.79432795,4.811976056,52.44721853,54.31611074,2022-07-02,1325.0,1456.0,1710.0,2012.0,2427.0,2952.0,3147.0,3171.0,3272.0,3280.0,3499.0,2919.0,0.22361566660235385,-0.03352532860729582,0.16097401082234247,0.464403971155235,1159.0,0.8543859649122807,-1341990.624065628,0.3353911449792611,30.7,19.2,16.17,0.0,21.8,4.95,1014.941667,47.45833333,23.18782604166667,119.91717071527772,8.58402777777778,160.6174160877295,7.444172718405275,358.8375035782738,344.2124872222221
2022-07-06,187,2,1,-20.44699567,-54.83885633,Q4,1,52.26084274,5.125652064,2855.333333,79.33007162,50.32382929,4.644871037,49.69773698,50.70142713,2022-07-02,1358.0,1449.0,1703.0,2019.0,2435.0,2956.0,3096.0,3146.0,3303.0,3260.0,3415.0,2855.0,0.21819941916747337,-0.016671628460851445,0.15660085817826097,0.4485819048889482,1127.0,0.8473282442748091,-1268877.254579512,0.32726744748814246,30.7,19.2,16.17,0.0,21.8,4.96,1014.941667,47.45833333,23.18782604166667,119.91717071527772,8.58402777777778,160.6174160877295,7.444172718405275,358.8375035782738,344.2124872222221
2022-07-06,187,2,2,-20.44699567,-54.83885633,Q4,1,52.28579694,5.241126121,2855.333333,73.02195329,49.13843664,4.647188837,50.62115786,53.33254328,2022-07-02,1358.0,1449.0,1703.0,2019.0,2435.0,2956.0,3096.0,3146.0,3303.0,3260.0,3415.0,2855.0,0.21819941916747337,-0.016671628460851445,0.15660085817826097,0.4485819048889482,1127.0,0.8473282442748091,-1268877.254579512,0.32726744748814246,30.7,19.2,16.17,0.0,21.8,4.96,1014.941667,47.45833333,23.18782604166667,119.91717071527772,8.58402777777778,160.6174160877295,7.444172718405275,358.8375035782738,344.2124872222221
2022-07-06,187,3,1,-20.446424,-54.83924633,G2,1,49.98446571,4.742428542,3058.666667,74.70552854,53.63238618,5.006476461,47.12037117,52.63032405,2022-07-02,1318.0,1422.0,1664.0,1986.0,2381.0,2861.0,3025.0,3060.0,3156.0,3194.0,3323.0,2834.0,0.21284185493460167,-0.025775582651643772,0.15061930619754968,0.4269406498227347,1074.0,0.8389423076923077,-1152285.9144877994,0.3192311503021896,30.7,19.2,16.17,0.0,21.8,4.96,1014.941667,47.45833333,23.18782604166667,119.91717071527772,8.58402777777778,160.6174160877295,7.444172718405275,358.8375035782738,344.2124872222221
2022-07-06,187,3,2,-20.446424,-54.83924633,G2,1,50.04041809,4.718451205,305.8666667,74.56672559,44.1068184,4.908830785,54.54078847,52.68821875,2022-07-02,1318.0,1422.0,1664.0,1986.0,2381.0,2861.0,3025.0,3060.0,3156.0,3194.0,3323.0,2834.0,0.21284185493460167,-0.025775582651643772,0.15061930619754968,0.4269406498227347,1074.0,0.8389423076923077,-1152285.9144877994,0.3192311503021896,30.7,19.2,16.17,0.0,21.8,4.96,1014.941667,47.45833333,23.18782604166667,119.91717071527772,8.58402777777778,160.6174160877295,7.444172718405275,358.8375035782738,344.2124872222221
2022-07-06,187,4,1,-20.44633333,-54.83876267,G3,1,49.7744236,8.110455464,2191.0,71.50809667,47.59438988,5.873590871,51.82397028,53.96397288,2022-07-02,1314.0,1451.0,1672.0,1983.0,2391.0,2897.0,3041.0,3083.0,3147.0,3184.0,3344.0,2833.0,0.21713383339913148,-0.030349714989986135,0.15412897512638576,0.4396386320072637,1100.0,0.8438995215311005,-1208778.7864584832,0.3256686075199842,30.7,19.2,16.17,0.0,21.8,4.96,1014.941667,47.45833333,23.18782604166667,119.91717071527772,8.58402777777778,160.6174160877295,7.444172718405275,358.8375035782738,344.2124872222221
2022-07-06,187,4,2,-20.44633333,-54.83876267,G3,1,49.57275753,7.907331347,2191.0,72.43485846,57.47071321,5.785925335,44.13031441,53.57742054,2022-07-02,1314.0,1451.0,1672.0,1983.0,2391.0,2897.0,3041.0,3083.0,3147.0,3184.0,3344.0,2833.0,0.21713383339913148,-0.030349714989986135,0.15412897512638576,0.4396386320072637,1100.0,0.8438995215311005,-1208778.7864584832,0.3256686075199842,30.7,19.2,16.17,0.0,21.8,4.96,1014.941667,47.45833333,23.18782604166667,119.91717071527772,8.58402777777778,160.6174160877295,7.444172718405275,358.8375035782738,344.2124872222221
2022-07-06,187,5,1,-20.446437,-54.839261,Q2,1,51.6588715,4.611986283,2953.833333,71.96227175,49.87983449,4.811648506,50.04360893,53.77453645,2022-07-02,1318.0,1422.0,1664.0,1986.0,2381.0,2861.0,3025.0,3060.0,3156.0,3194.0,3323.0,2834.0,0.21284185493460167,-0.025775582651643772,0.15061930619754968,0.4269406498227347,1074.0,0.8389423076923077,-1152285.9144877994,0.3192311503021896,30.7,19.2,16.17,0.0,21.8,4.96,1014.941667,47.45833333,23.18782604166667,119.91717071527772,8.58402777777778,160.6174160877295,7.444172718405275,358.8375035782738,344.2124872222221
2022-07-06,187,5,2,-20.446437,-54.839261,Q2,1,51.87154044,4.633134431,2953.833333,79.75730907,53.19955389,4.724163988,47.45754752,50.52322639,2022-07-02,1318.0,1422.0,1664.0,1986.0,2381.0,2861.0,3025.0,3060.0,3156.0,3194.0,3323.0,2834.0,0.21284185493460167,-0.025775582651643772,0.15061930619754968,0.4269406498227347,1074.0,0.8389423076923077,-1152285.9144877994,0.3192311503021896,30.7,19.2,16.17,0.0,21.8,4.96,1014.941667,47.45833333,23.18782604166667,119.91717071527772,8.58402777777778,160.6174160877295,7.444172718405275,358.8375035782738,344.2124872222221
2022-07-06,187,6,1,-20.44631867,-54.83876433,Q3,1,55.68296892,8.2262448,2878.666667,72.39205919,49.97751875,5.569296814,49.96751289,53.59527211,2022-07-02,1314.0,1451.0,1672.0,1983.0,2391.0,2897.0,3041.0,3083.0,3147.0,3184.0,3344.0,2833.0,0.21713383339913148,-0.030349714989986135,0.15412897512638576,0.4396386320072637,1100.0,0.8438995215311005,-1208778.7864584832,0.3256686075199842,30.7,19.2,16.17,0.0,21.8,4.96,1014.941667,47.45833333,23.18782604166667,119.91717071527772,8.58402777777778,160.6174160877295,7.444172718405275,358.8375035782738,344.2124872222221
